City ID,City,Country,Lat,Lng,Temperature,Humidity,Clouds,Wind Speed
1263968,Manali,IN,13.1667,80.2667,87.89,72,100,10.67
5882953,Aklavik,CA,68.2191,-135.0107,46.4,87,75,9.22
5880054,Barrow,US,71.2906,-156.7887,35.62,93,90,9.22
2449893,Tessalit,ML,20.1986,1.0114,107.19,8,53,7.0
2643553,Louth,GB,53.3666,-0.0044,70.84,53,75,12.66
3402648,Carutapera,BR,-1.195,-46.02,85.66,61,72,10.42
6089245,Norman Wells,CA,65.282,-126.8329,51.84,87,90,0.0
2112309,Katsuura,JP,35.1333,140.3,75.31,91,90,8.68
6111862,Port Hardy,CA,50.6996,-127.4199,57.38,94,75,5.75
1214026,Sabang,ID,5.8933,95.3214,81.88,77,100,14.97
1254046,Tura,IN,25.5198,90.2201,76.42,94,80,3.29
3652764,Puerto Ayora,EC,-0.7393,-90.3518,71.55,87,94,8.01
4692856,Galveston,US,29.3669,-94.9669,84.56,67,27,3.0
3372707,Ribeira Grande,PT,38.5167,-28.7,68.4,88,40,14.97
3146487,Raudeberg,NO,61.9875,5.1352,54.95,93,99,3.0
2155415,New Norfolk,AU,-42.7826,147.0587,41.85,75,56,3.0
3450288,Santa Cruz Cabrália,BR,-16.2781,-39.0247,82.63,65,40,16.11
2122090,Pevek,RU,69.7008,170.3133,28.09,78,87,14.43
2122605,Okhotsk,RU,59.3833,143.3,45.57,69,5,3.2
778707,Mehamn,NO,71.0357,27.8492,41.47,75,70,6.93
5942913,Dryden,CA,49.7833,-92.7503,55.69,62,75,21.85
3451138,Rio Grande,BR,-32.035,-52.0986,62.94,76,95,4.43
1687186,Sarangani,PH,5.4033,125.4636,80.46,82,100,10.2
4845585,Westport,US,41.1415,-73.3579,74.46,57,1,1.99
6620339,Karratha,AU,-20.7377,116.8463,74.73,36,2,13.49
2036283,Kuandian,CN,40.7286,124.7847,55.2,94,5,5.03
779622,Havøysund,NO,70.9963,24.6622,45.48,71,56,4.12
609924,Emba,KZ,48.8264,58.1442,54.61,35,0,11.86
6148373,Sioux Lookout,CA,50.1001,-91.917,57.27,58,40,14.97
1513491,Yangi Marg`ilon,UZ,40.4272,71.7189,74.12,28,88,4.61
2318123,Yenagoa,NG,4.9247,6.2642,74.86,95,94,7.58
1791539,Wencheng,CN,33.0559,113.7978,73.27,83,0,3.42
5967988,Gull Lake,CA,50.1001,-108.4847,52.16,73,100,14.36
1486321,Yar-Sale,RU,66.8333,70.8333,42.82,80,100,10.38
2065176,Murray Bridge,AU,-35.1167,139.2667,51.58,70,64,13.31
3698359,Chicama,PE,-7.8447,-79.1469,61.34,70,100,7.63
950709,Swellendam,ZA,-34.0226,20.4417,59.38,83,58,5.97
4944903,Nantucket,US,41.2835,-70.0995,72.39,50,1,14.97
571634,Breytovo,RU,58.2993,37.8617,53.85,92,100,4.88
4726521,San Patricio,US,28.017,-97.5169,86.36,48,4,9.51
3418910,Upernavik,GL,72.7868,-56.1549,26.29,50,49,6.58
1605277,Trat,TH,12.5,102.5,74.23,96,100,2.75
1861280,Itoman,JP,26.1247,127.6694,82.42,89,75,11.5
487928,Novikovo,RU,51.1537,37.8879,68.0,52,94,5.77
1608530,Nakhon Phanom,TH,17.3333,104.4167,75.16,95,100,1.07
2895044,Jena,DE,50.9333,11.5833,68.47,88,54,4.63
2071860,Esperance,AU,-33.8667,121.9,49.84,72,98,10.11
2758325,Gemeente Brielle,NL,51.9,4.15,67.42,87,93,12.55
5557293,Sitka,US,57.0531,-135.33,55.29,88,90,10.36
3832899,Viedma,AR,-40.8135,-62.9967,70.5,38,100,27.0
1855342,Nishihara,JP,26.1842,127.7558,81.68,89,75,11.5
3939761,Hualmay,PE,-11.0964,-77.6139,66.96,73,95,10.45
4020109,Atuona,PF,-9.8,-139.0333,77.76,76,21,17.02
2015179,Tommot,RU,58.9564,126.2925,42.91,90,0,2.53
866062,Iskateley,RU,67.6803,53.1512,39.54,90,100,7.99
2127202,Anadyr,RU,64.75,177.4833,32.5,100,90,20.13
634093,Tornio,FI,65.8481,24.1466,53.62,73,24,3.04
1263532,Margherita,IN,27.2833,95.6833,78.85,81,89,2.01
3831208,Qaanaaq,GL,77.484,-69.3632,23.56,68,10,7.2
2178753,Kirakira,SB,-10.4544,161.9205,77.95,86,53,9.55
7647007,Bariloche,AR,-41.1456,-71.3082,51.55,66,75,8.05
3115739,Narón,ES,43.5167,-8.1528,72.28,66,65,6.55
1701054,Marawi,PH,7.9986,124.2928,69.66,86,100,1.61
2163355,Hobart,AU,-42.8794,147.3294,44.31,77,75,3.0
2108857,Gizo Government Station,SB,-8.103,156.8419,81.0,77,76,7.56
3466165,Cidreira,BR,-30.1811,-50.2056,67.77,61,16,6.69
3372472,Vila Franca do Campo,PT,37.7167,-25.4333,72.01,73,80,17.18
933995,Souillac,MU,-20.5167,57.5167,71.98,78,40,13.8
5855927,Hilo,US,19.7297,-155.09,67.96,84,1,3.44
5380437,Pacific Grove,US,36.6177,-121.9166,58.71,92,75,1.99
921786,Mitsamiouli,KM,-11.3847,43.2844,79.09,61,20,10.36
5877641,Wasilla,US,61.5814,-149.4394,43.2,94,1,0.0
127319,Khorramshahr,IR,30.4397,48.1664,93.16,16,0,4.61
964406,Port Shepstone,ZA,-30.7414,30.455,70.93,77,0,17.0
2027042,Batagay-Alyta,RU,67.8006,130.4114,42.53,60,44,2.17
3919720,Colquechaca,BO,-18.6667,-66.0167,49.01,13,48,6.76
1651810,Airai,TL,-8.9266,125.4092,59.56,87,61,1.19
2662149,Ystad,SE,55.4297,13.8204,69.31,84,47,9.86
2033602,Xiuyan,CN,40.2928,123.2744,57.24,82,0,5.03
2457161,Gao,ML,16.6362,1.637,104.34,16,95,2.59
934479,Grand Gaube,MU,-20.0064,57.6608,71.38,76,27,8.01
314188,Göksun,TR,38.021,36.4973,70.75,57,31,7.74
2156643,Mount Gambier,AU,-37.8333,140.7667,44.51,87,92,10.36
3472473,Alto Araguaia,BR,-17.3147,-53.2153,97.59,17,4,8.68
142000,Bahār,IR,34.9072,48.4414,74.05,16,0,2.82
3469374,Bom Sucesso,BR,-21.0331,-44.7581,92.28,21,53,6.08
4465088,Elizabeth City,US,36.2946,-76.2511,77.68,54,1,4.61
1835848,Seoul,KR,37.5683,126.9778,67.78,88,0,3.44
162158,Baharly,TM,38.4362,57.4316,75.99,22,0,6.89
3421765,Nanortalik,GL,60.1432,-45.2371,43.48,80,100,17.13
2158767,Mareeba,AU,-17.0,145.4333,65.43,93,100,3.53
686090,Asău,RO,46.4333,26.4,70.72,49,80,3.13
6690296,Saint-Joseph,RE,-21.3667,55.6167,67.35,79,29,15.14
290030,Doha,QA,25.2867,51.5333,93.15,73,0,10.36
3526756,Isla Mujeres,MX,21.2311,-86.731,82.45,85,100,10.85
2235194,Bafia,CM,4.75,11.2333,68.23,95,100,12.48
3137469,Sørland,NO,67.667,12.6934,49.28,70,20,10.92
2121025,Srednekolymsk,RU,67.45,153.6833,28.89,77,100,2.75
2662689,Visby,SE,57.6409,18.296,65.98,82,0,6.91
1737714,Limbang,MY,4.75,115.0,80.71,93,99,1.39
509451,Pinyug,RU,60.251,47.7842,45.64,77,100,7.29
4032369,Pangai,TO,-19.8,-174.35,74.61,84,49,17.34
1640660,Gondanglegi,ID,-7.7479,112.0132,75.49,89,99,10.89
654899,Kajaani,FI,64.2273,27.7285,53.65,66,0,2.3
2126199,Cherskiy,RU,68.75,161.3,24.12,83,79,3.22
1560349,Yen Bai,VN,21.7,104.8667,80.19,79,6,1.74
1490256,Talnakh,RU,69.4865,88.3972,39.65,92,96,8.41
2381972,Adrar,MR,20.5022,-10.0711,102.97,20,82,3.36
3662762,Porto Velho,BR,-8.7619,-63.9039,86.05,66,75,3.44
2016307,Solnechnyy,RU,50.7214,136.6319,47.48,96,100,6.71
3837213,San Juan,AR,-31.5375,-68.5364,82.44,10,0,13.47
1819729,Hong Kong,HK,22.2855,114.1577,87.57,86,49,1.01
1488074,Ust'-Tarka,RU,55.5672,75.705,41.49,79,64,7.49
3416888,Grindavik,IS,63.8424,-22.4338,52.27,82,75,9.22
3661980,Tarauacá,BR,-8.1614,-70.7656,96.13,37,31,1.88
81604,Qaryat Sulūq,LY,31.6682,20.2521,90.12,27,0,6.91
2017155,Saskylakh,RU,71.9167,114.0833,48.83,68,72,9.6
2514651,Los Llanos de Aridane,ES,28.6585,-17.9182,76.75,74,75,10.36
1854905,Numata,JP,36.6333,139.05,70.5,93,87,3.6
5969025,Haines Junction,CA,60.7522,-137.5108,33.75,100,100,1.14
2123100,Myaundzha,RU,63.0494,147.1858,28.36,68,10,1.45
1637001,Biak,ID,-0.9131,122.8766,74.82,86,95,0.87
2729907,Longyearbyen,SJ,78.2186,15.6401,33.64,75,0,3.44
2077895,Alice Springs,AU,-23.7,133.8833,56.75,30,0,4.61
3870282,Talcahuano,CL,-36.7167,-73.1167,53.28,94,90,31.07
3388847,São Félix do Xingu,BR,-6.6447,-51.995,102.11,20,5,6.26
777019,Vardø,NO,70.3705,31.1107,43.81,71,90,10.29
577922,Belomorsk,RU,64.5232,34.7668,43.75,84,63,4.76
5847411,Kahului,US,20.8947,-156.47,72.52,81,20,4.61
4013045,Concepción de Buenos Aires,MX,19.9667,-103.2667,62.92,55,25,9.55
3397893,Itacoatiara,BR,-3.1431,-58.4442,95.25,36,15,4.92
4676740,Brownsville,US,25.9018,-97.4975,87.84,66,40,5.99
2335727,Kaduna,NG,10.5222,7.4383,78.46,78,95,8.75
3692072,Santiago de Chuco,PE,-8.15,-78.1833,55.9,67,99,4.65
3836669,San Rafael,AR,-34.6177,-68.3301,69.08,24,37,15.55
2084442,Vanimo,PG,-2.6741,141.3028,77.25,89,29,6.08
5866583,Saint Paul Harbor,US,57.79,-152.4072,38.71,87,1,5.75
1267390,Kavaratti,IN,10.5669,72.642,81.82,83,93,18.28
6145890,Shelburne,CA,44.0787,-80.2041,71.85,50,74,20.76
2122293,Ozernovskiy,RU,51.5,156.5167,48.6,72,58,13.98
1528796,At-Bashi,KG,41.1702,75.8106,55.08,37,52,3.0
1260206,Pāsighāt,IN,28.0667,95.3333,79.21,72,74,3.06
2338660,Yaan,NG,7.3833,8.5667,78.51,86,96,5.75
3456642,Mozarlândia,BR,-14.7447,-50.5706,104.47,12,7,6.98
5742974,North Bend,US,43.4065,-124.2243,56.82,88,1,0.0
463144,Zheshart,RU,62.0731,49.5733,43.84,94,100,4.36
2030065,Mandalgovi,MN,45.7625,106.2708,49.64,80,96,24.56
921900,Dzaoudzi,YT,-12.7887,45.2699,76.89,73,0,4.61
5746545,Portland,US,45.5234,-122.6762,60.62,77,20,1.99
2210554,Sirte,LY,31.2089,16.5887,83.7,70,20,13.42
292968,Abu Dhabi,AE,24.4667,54.3667,93.22,75,0,10.36
2070998,Geraldton,AU,-28.7667,114.6,48.61,87,0,6.91
2101169,Aitape,PG,-3.1374,142.3475,77.32,87,30,7.18
1277793,Bahua,IN,25.85,80.6333,81.79,82,23,6.91
64013,Bosaso,SO,11.2842,49.1816,93.07,46,39,2.53
3576994,Cockburn Town,TC,21.4612,-71.1419,87.76,66,40,11.5
4566022,Loíza,PR,18.4313,-65.8802,87.51,66,40,23.02
161218,Bariadi,TZ,-2.8,33.9833,75.31,45,86,2.66
1259385,Port Blair,IN,11.6667,92.75,81.25,84,83,18.54
2015306,Tiksi,RU,71.6872,128.8694,45.25,55,8,8.46
5952370,Fernie,CA,49.5,-115.0687,55.72,98,100,4.07
5044290,Saint Anthony,US,45.0205,-93.218,73.2,70,1,1.99
3945985,Camaná,PE,-16.6228,-72.7111,64.4,72,58,7.67
2023584,Imeni Poliny Osipenko,RU,52.4201,136.4853,47.84,95,100,11.43
6050066,La Ronge,CA,55.1001,-105.2842,48.45,71,90,3.44
3692464,Sisa,PE,-6.6167,-76.6915,75.72,57,76,2.06
1489656,Teya,RU,60.3778,92.6267,49.46,86,100,8.61
964420,Port Elizabeth,ZA,-33.918,25.5701,62.89,88,75,9.22
2014624,Udachny,RU,66.4167,112.4,44.38,77,57,2.98
3357247,Gobabis,NA,-22.45,18.9667,72.14,16,0,12.01
3480908,La Asuncion,VE,11.0333,-63.8628,87.53,66,92,14.97
2173911,Broken Hill,AU,-31.95,141.4333,56.91,62,0,12.66
1714733,Dingle,PH,10.9995,122.6711,76.23,88,100,2.48
4032420,Neiafu,TO,-18.65,-173.9833,75.88,94,40,0.0
3835869,Santiago del Estero,AR,-27.7951,-64.2615,81.81,17,0,22.15
2644210,Liverpool,GB,53.4106,-2.9779,64.69,78,20,3.0
60019,Eyl,SO,7.9803,49.8164,79.45,76,100,23.91
2612710,Stavnsholt,DK,55.8148,12.4055,67.82,86,66,10.33
2155562,Nelson Bay,AU,-32.7167,152.15,56.16,71,0,9.19
3883457,Lebu,CL,-37.6167,-73.65,53.4,89,100,25.55
462964,Zhiryatino,RU,53.2228,33.7306,68.32,61,47,2.33
3899695,Ancud,CL,-41.8697,-73.8203,51.33,94,100,17.83
5711847,Astoria,US,46.1879,-123.8313,57.49,90,1,1.01
3420846,Qaqortoq,GL,60.7167,-46.0333,57.7,78,100,19.06
1717550,Cayhagan,PH,9.6697,122.4256,78.82,79,100,2.08
5546220,Saint George,US,37.1041,-113.5841,89.15,31,1,1.99
1735106,George Town,MY,5.4112,100.3354,78.84,88,20,3.44
3991622,La Providencia,MX,28.7167,-111.5833,88.38,77,87,1.99
1525798,Balkhash,KZ,46.844,74.9804,64.33,50,38,12.37
5110365,Broome,US,42.2506,-75.833,70.29,60,76,1.99
4047434,Russell,US,32.3502,-85.1999,79.02,65,90,4.61
2990474,Nevers,FR,46.9896,3.159,72.14,63,12,1.66
1487332,Verkhnyaya Inta,RU,65.9811,60.3094,35.73,90,98,8.52
1648082,Boyolangu,ID,-8.1181,111.8935,74.73,93,96,6.24
53372,Oodweyne,SO,9.4092,45.064,84.2,35,82,17.9
1688363,Santa Catalina,PH,9.3337,122.8637,78.98,83,100,2.62
605155,Kiruna,SE,67.8557,20.2251,49.12,53,37,4.61
1295765,Sittwe,MM,20.15,92.9,79.68,89,97,17.72
3449747,Santa Vitória do Palmar,BR,-33.5189,-53.3681,62.2,75,45,3.8
1337619,Ugoofaaru,MV,5.6667,73.0,83.23,69,97,11.18
1496511,Novy Urengoy,RU,66.0833,76.6333,45.73,86,100,8.3
2032201,Bulgan,MN,48.8125,103.5347,43.48,90,81,0.89
2669047,Timrå,SE,62.487,17.3257,53.89,96,90,3.44
5119251,Greece,US,43.2098,-77.6931,75.36,57,51,4.0
6096551,Pangnirtung,CA,66.1451,-65.7125,35.6,87,20,11.5
365742,Torit,SS,4.4133,32.5678,75.81,73,88,4.56
3386213,Touros,BR,-5.1989,-35.4608,86.9,55,9,19.57
2145554,Ulladulla,AU,-35.35,150.4667,61.7,39,0,9.04
2264557,Ponta do Sol,PT,32.6667,-17.1,81.25,70,0,7.45
1056899,Sambava,MG,-14.2667,50.1667,72.19,68,40,16.08
517739,Novouzensk,RU,50.4592,48.1431,60.84,36,0,7.72
2381334,Atar,MR,20.5169,-13.0499,104.4,23,92,6.62
3372964,Lagoa,PT,39.05,-27.9833,69.04,71,99,23.06
5411479,Alamosa,US,37.4695,-105.87,69.82,26,1,4.61
2314705,Kikwit,CD,-5.041,18.8162,86.58,37,75,1.81
1645528,Denpasar,ID,-8.65,115.2167,78.46,94,75,6.91
4470244,Havelock,US,34.8791,-76.9013,78.51,61,0,3.0
1492607,Severnoye,RU,56.3491,78.3619,42.75,85,31,5.32
933416,Manyana,BW,-23.4,21.7167,69.12,19,0,8.43
1272864,Dhārchula,IN,29.85,80.5333,69.91,78,97,3.91
2450173,Taoudenni,ML,22.6783,-3.9836,112.75,7,12,11.36
1252668,Ziro,IN,27.6333,93.8333,58.3,93,85,1.88
498001,Sebezh,RU,56.2955,28.4654,64.94,73,83,3.8
4033557,Tautira,PF,-17.7333,-149.15,69.82,64,39,13.09
6053446,Lewisporte,CA,49.2499,-55.0482,67.48,55,69,18.25
1855540,Naze,JP,28.3667,129.4833,76.59,82,100,3.87
2214432,Nālūt,LY,30.3333,10.85,98.17,12,12,9.86
1538641,Kedrovyy,RU,56.1667,91.8167,46.81,94,99,4.63
5592562,Emmett,US,43.8735,-116.4993,54.07,47,0,2.8
197745,Garissa,KE,-0.4536,39.6401,82.45,45,49,24.99
1106677,Bambous Virieux,MU,-20.3428,57.7575,71.85,78,40,13.8
8010683,Porto Santo,PT,33.072,-16.3415,79.18,69,40,16.11
1650064,Tabat,ID,-2.635,115.2274,73.87,98,86,1.81
2961459,Skibbereen,IE,51.55,-9.2667,62.4,75,100,7.58
3354178,Ongandjera,NA,-17.8833,15.0667,80.22,13,0,8.14
8079926,Labuhan,ID,-6.8844,112.2051,79.07,82,99,5.06
2013639,Verkhnevilyuysk,RU,63.4453,120.3167,45.7,72,70,4.25
3839307,Rawson,AR,-43.3002,-65.1023,60.03,61,100,24.2
3691954,Sechura,PE,-5.5569,-80.8222,69.48,71,95,9.78
3395473,Papara,BR,-3.9839,-38.7273,86.4,32,5,13.31
3622228,Puntarenas,CR,9.9763,-84.8384,87.73,72,91,5.21
5883166,Alberton,CA,46.8168,-64.0654,60.71,60,49,13.87
214575,Kampene,CD,-3.6,26.6667,76.62,66,70,4.03
3595725,Flores,GT,16.9226,-89.8994,86.92,60,100,4.99
898947,Senanga,ZM,-16.1167,23.2667,75.18,24,20,6.71
3457135,Miracatu,BR,-24.2814,-47.4597,74.01,67,100,0.76
1630723,Poso,ID,-1.3959,120.7524,76.03,88,99,2.95
3421982,Maniitsoq,GL,65.4167,-52.9,41.14,39,68,6.91
5861897,Fairbanks,US,64.8378,-147.7164,41.36,92,1,0.0
2136825,Isangel,VU,-19.55,169.2667,68.49,72,18,10.87
648090,Lieksa,FI,63.3167,30.0167,51.85,80,72,3.91
5905393,Bonavista,CA,48.6499,-53.1147,69.8,67,22,21.36
6111696,Port-Cartier,CA,50.0334,-66.8654,64.8,45,55,14.16
2180815,Tuatapere,NZ,-46.1333,167.6833,46.81,86,100,11.14
2757220,Den Helder,NL,52.9599,4.7593,66.11,88,90,13.8
365763,Tonj,SS,7.2737,28.6822,74.12,86,94,0.34
2126123,Chokurdakh,RU,70.6333,147.9167,35.56,66,100,12.12
2630299,Hofn,IS,64.2539,-15.2082,53.29,75,20,6.69
187585,Marsabit,KE,2.3284,37.9899,72.73,38,99,22.59
6127749,Rosetown,CA,51.5501,-108.0014,55.38,58,100,12.66
2647356,Hastings,GB,50.8552,0.5729,66.87,81,55,13.91
5962442,Goderich,CA,43.7501,-81.7165,72.18,64,22,18.41
3489854,Kingston,JM,17.997,-76.7936,90.61,60,20,3.0
3531368,Celestún,MX,20.8667,-90.4,79.21,80,100,10.94
2446796,Bilma,NE,18.6853,12.9164,101.43,14,44,9.24
2119283,Zyryanka,RU,65.75,150.85,32.25,68,67,4.03
3466980,Caravelas,BR,-17.7125,-39.2481,82.11,59,3,10.36
2396518,Port-Gentil,GA,-0.7193,8.7815,73.36,94,90,6.91
3421193,Paamiut,GL,61.994,-49.6678,44.17,94,100,8.79
3382160,Cayenne,GF,4.9333,-52.3333,85.08,72,40,4.0
2020591,Magdagachi,RU,53.45,125.8,45.21,97,73,3.02
4004293,Ixtapa,MX,20.7,-105.2,85.23,74,1,2.3
2032614,Baruun-Urt,MN,46.6806,113.2792,52.9,61,91,10.31
3893629,Coquimbo,CL,-29.9533,-71.3436,56.93,76,90,14.97
508034,Podporozh'ye,RU,60.9112,34.1706,47.68,97,100,4.65
527321,Mezen',RU,65.8522,44.24,39.02,85,69,6.98
2015913,Suntar,RU,62.1444,117.6319,51.19,92,74,1.28
4034496,Fare,PF,-16.7,-151.0167,76.32,74,28,15.14
933726,Tshane,BW,-24.0196,21.8684,70.5,17,0,9.89
2206874,Waipawa,NZ,-41.4122,175.5153,44.06,91,4,5.53
4031742,Egvekinot,RU,66.3167,-179.1667,26.83,77,100,24.85
1150489,Tak,TH,16.5833,98.8333,67.6,97,96,3.6
2016735,Sherlovaya Gora,RU,50.5667,116.25,46.11,92,88,4.09
933726,Hukuntsi,BW,-24.0,21.75,70.88,17,0,10.83
3860443,Comodoro Rivadavia,AR,-45.8667,-67.5,57.06,58,75,8.05
520552,Nizhniy Odes,RU,63.6445,54.856,40.23,95,100,5.84
6144312,Sept-Îles,CA,50.2001,-66.3821,65.12,54,40,13.0
3419842,Sisimiut,GL,66.9395,-53.6735,37.74,31,9,9.62
2038154,Changping,CN,40.2186,116.2197,74.84,95,20,5.59
701104,Milove,UA,49.3787,40.1302,65.16,55,20,9.55
3893726,Constitución,CL,-35.3333,-72.4167,54.41,89,100,24.27
534560,Svirstroy,RU,60.7999,33.7248,48.27,96,100,5.28
